celltype_full,db,species,organ,celltype,n_genes,overlap,p_value,fdr
Alveolar macrophages | Lungs | Human | PanglaoDB,PanglaoDB,Human,Lungs,Alveolar macrophages,19,1,0.0308136753842675,0.511709068266606
Alveolar macrophages | Lungs | Mouse | PanglaoDB,PanglaoDB,Mouse,Lungs,Alveolar macrophages,19,1,0.0308136753842675,0.511709068266606
Endothelial cell | Blood vessel | Mouse | CellMarker,CellMarker,Mouse,Blood vessel,Endothelial cell,18,1,0.0308136753842675,0.511709068266606
Erythroblasts | Blood | Mouse | PanglaoDB,PanglaoDB,Mouse,Blood,Erythroblasts,19,1,0.0308136753842675,0.511709068266606
Leydig precursor cell | Fetal gonad | Human | CellMarker,CellMarker,Human,Fetal gonad,Leydig precursor cell,168,2,0.0315315305345616,0.52078435486159
Erythroblasts | Blood | Human | PanglaoDB,PanglaoDB,Human,Blood,Erythroblasts,20,1,0.0324099372009479,0.526704808308452
Macrophage | Lacrimal gland | Mouse | CellMarker,CellMarker,Mouse,Lacrimal gland,Macrophage,18,1,0.0324099372009479,0.526704808308452
Skin fibroblast | Human | TISSUES,TISSUES,Human,,Skin fibroblast,20,1,0.0324099372009479,0.526704808308452
Basophil | Mouse | CellMarker,CellMarker,Mouse,,Basophil,20,1,0.0340036749509796,0.549665788170356
Basophil | Human | CellMarker,CellMarker,Human,,Basophil,22,1,0.0355948924594609,0.572343270816411
Hematopoietic cell | Human | TISSUES,TISSUES,Human,,Hematopoietic cell,765,4,0.0361404198603629,0.578056505029699
Hematopoietic stem cell | Bone marrow | Mouse | CellMarker,CellMarker,Mouse,Bone marrow,Hematopoietic stem cell,426,3,0.0368014217348105,0.58549710251882
Diencephalon | Mouse | TISSUES,TISSUES,Mouse,,Diencephalon,22,1,0.0371835935459468,0.58549710251882
Hypothalamus | Mouse | TISSUES,TISSUES,Mouse,,Hypothalamus,22,1,0.0371835935459468,0.58549710251882
Colon | Human | TISSUES,TISSUES,Human,,Colon,776,4,0.0380799929807073,0.589106837861587
MACROPHAGE | ARCHS4,ARCHS4,,,MACROPHAGE,1551,6,0.0381360194506536,0.589106837861587
MYOBLAST | ARCHS4,ARCHS4,,,MYOBLAST,1541,6,0.0381360194506536,0.589106837861587
Myoblasts | Skeletal muscle | Human | PanglaoDB,PanglaoDB,Human,Skeletal muscle,Myoblasts,24,1,0.0387697820244546,0.589106837861587
Myoblasts | Skeletal muscle | Mouse | PanglaoDB,PanglaoDB,Mouse,Skeletal muscle,Myoblasts,24,1,0.0387697820244546,0.589106837861587
Pituitary gland tumor cell | Human | TISSUES,TISSUES,Human,,Pituitary gland tumor cell,24,1,0.0387697820244546,0.589106837861587
Tonsil | Human | TISSUES,TISSUES,Human,,Tonsil,24,1,0.0387697820244546,0.589106837861587
Colorectum | Human | TISSUES,TISSUES,Human,,Colorectum,784,4,0.0393035477811399,0.591304364885565
Large intestine | Human | TISSUES,TISSUES,Human,,Large intestine,784,4,0.0393035477811399,0.591304364885565
CD34+ CELL | ARCHS4,ARCHS4,,,CD34+ CELL,1161,5,0.0402016460625338,0.60114789272964
Macrophages_FANTOM_2 | Human | xCell,xCell,Human,,Macrophages_FANTOM_2,25,1,0.0403534617034704,0.60114789272964
AIZARANI_LIVER_C10_MVECS_1 | Human | MSigDB,MSigDB,Human,,AIZARANI_LIVER_C10_MVECS_1,195,2,0.040875995475068,0.605961708530399
Smooth muscle cell | Lung | Mouse | CellMarker,CellMarker,Mouse,Lung,Smooth muscle cell,26,1,0.0419346363859596,0.606753584197901
LAKE_ADULT_KIDNEY_C25_ENDOTHELIAL_CELLS_UNASSIGNED | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C25_ENDOTHELIAL_CELLS_UNASSIGNED,27,1,0.0435133098693736,0.606753584197901
CORD BLOOD | ARCHS4,ARCHS4,,,CORD BLOOD,1190,5,0.043819900731942,0.606753584197901
Macrophages_IRIS_1 | Human | xCell,xCell,Human,,Macrophages_IRIS_1,28,1,0.0450894859456554,0.606753584197901
AIZARANI_LIVER_C13_LSECS_2 | Human | MSigDB,MSigDB,Human,,AIZARANI_LIVER_C13_LSECS_2,208,2,0.0458966525232379,0.606753584197901
GAO_STOMACH_24W_C1_PROCRPOS_MULTIPOTENT_PROGENITOR | Human | MSigDB,MSigDB,Human,,GAO_STOMACH_24W_C1_PROCRPOS_MULTIPOTENT_PROGENITOR,29,1,0.0466631684012488,0.606753584197901
Neutrophils_FANTOM_3 | Human | xCell,xCell,Human,,Neutrophils_FANTOM_3,29,1,0.0466631684012488,0.606753584197901
MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL | Human | MSigDB,MSigDB,Human,,MURARO_PANCREAS_MESENCHYMAL_STROMAL_CELL,500,3,0.0478467230750731,0.606753584197901
MANNO_MIDBRAIN_NEUROTYPES_HNBM | Human | MSigDB,MSigDB,Human,,MANNO_MIDBRAIN_NEUROTYPES_HNBM,213,2,0.0486908683143903,0.606753584197901
Chondrosarcoma cell | Human | TISSUES,TISSUES,Human,,Chondrosarcoma cell,31,1,0.0498030675687018,0.606753584197901
Eosinophils_FANTOM_3 | Human | xCell,xCell,Human,,Eosinophils_FANTOM_3,30,1,0.0498030675687018,0.606753584197901
