celltype_full,db,species,organ,celltype,n_genes,overlap,p_value,fdr
IMGN_Tgd_vg2+_Sp_TCRbko | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2+_Sp_TCRbko,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg2+24ahi_e17_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2+24ahi_e17_Th,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg2+24ahi_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2+24ahi_Th,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg2+24alo_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg2+24alo_Th,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg3+24ahi_e17_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg3+24ahi_e17_Th,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg3+24alo_e17_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg3+24alo_e17_Th,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg5-_act_IEL | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg5-_act_IEL,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg5-_IEL | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg5-_IEL,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg5+_act_IEL | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg5+_act_IEL,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg5+_IEL | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg5+_IEL,50,2,0.00057246900429366,0.0088311335230885
IMGN_Tgd_vg5+24ahi_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_Tgd_vg5+24ahi_Th,50,2,0.00057246900429366,0.0088311335230885
lymph_nodes | SaVanT,SaVanT,,,lymph_nodes,50,2,0.00057246900429366,0.0088311335230885
MA_iTreg | Human | SaVanT,SaVanT,Human,,MA_iTreg,50,2,0.00057246900429366,0.0088311335230885
Mesenchymal stem cell | Human | CellMarker,CellMarker,Human,,Mesenchymal stem cell,50,2,0.00057246900429366,0.0088311335230885
spleen | SaVanT,SaVanT,,,spleen,50,2,0.00057246900429366,0.0088311335230885
T cell | Human | CellMarker,CellMarker,Human,,T cell,50,2,0.00057246900429366,0.0088311335230885
T-cells_foxP3+ | SaVanT,SaVanT,,,T-cells_foxP3+,50,2,0.00057246900429366,0.0088311335230885
CD8plus_T-cell | SaVanT,SaVanT,,,CD8plus_T-cell,50,2,0.000595599829196253,0.00896053406399709
HBA_Leukemialymphoblastic(MOLT-4) | Human | SaVanT,SaVanT,Human,,HBA_Leukemialymphoblastic(MOLT-4),50,2,0.000595599829196253,0.00896053406399709
HPCA_T_cells_gamma-delta | Human | SaVanT,SaVanT,Human,,HPCA_T_cells_gamma-delta,50,2,0.000595599829196253,0.00896053406399709
MA_M_GMCSF_baseline_48h | Human | SaVanT,SaVanT,Human,,MA_M_GMCSF_baseline_48h,50,2,0.000595599829196253,0.00896053406399709
MF | SaVanT,SaVanT,,,MF,50,2,0.000595599829196253,0.00896053406399709
LAKE_ADULT_KIDNEY_C19_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_MEDULLA | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C19_COLLECTING_DUCT_INTERCALATED_CELLS_TYPE_A_MEDULLA,239,3,0.000598595132494868,0.00896123452045272
Natural killer cell | Human | CellMarker,CellMarker,Human,,Natural killer cell,52,2,0.000619179251915136,0.00922394973808872
HBA_Lymphnode | Human | SaVanT,SaVanT,Human,,HBA_Lymphnode,50,2,0.00066768172242387,0.0098979744119324
LAKE_ADULT_KIDNEY_C10_THIN_ASCENDING_LIMB | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C10_THIN_ASCENDING_LIMB,256,3,0.000729470298374786,0.0107614574600047
GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS | Human | MSigDB,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CI_MESENCHYMAL_CELLS,260,3,0.000745973363349905,0.0109517538706298
CORD BLOOD | ARCHS4,ARCHS4,,,CORD BLOOD,1190,5,0.000964109494594239,0.0140861959330379
LAKE_ADULT_KIDNEY_C12_THICK_ASCENDING_LIMB | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C12_THICK_ASCENDING_LIMB,285,3,0.000982679189544438,0.0142888136699787
AIZARANI_LIVER_C28_NK_NKT_CELLS_6 | Human | MSigDB,MSigDB,Human,,AIZARANI_LIVER_C28_NK_NKT_CELLS_6,66,2,0.00099609109238717,0.0144148610941172
Basal cell | Lung | Human | CellMarker,CellMarker,Human,Lung,Basal cell,69,2,0.00108814118117985,0.0156723272493155
Basal cell | Trachea | Mouse | CellMarker,CellMarker,Mouse,Trachea,Basal cell,77,2,0.00176226235018705,0.0252618645387663
CD4+ memory T-cells_FANTOM_3 | Human | xCell,xCell,Human,,CD4+ memory T-cells_FANTOM_3,98,2,0.00222353194238411,0.0317244768681
Macrophage | Spleen | Mouse | CellMarker,CellMarker,Mouse,Spleen,Macrophage,99,2,0.00240399461864614,0.0341389703087178
CD8+ Tem_HPCA_2 | Human | xCell,xCell,Human,,CD8+ Tem_HPCA_2,107,2,0.00273599167402106,0.038672924173721
BONE MARROW (BULK TISSUE) | ARCHS4,ARCHS4,,,BONE MARROW (BULK TISSUE),916,4,0.00329992692951699,0.0464281386055655
BLOOD DENDRITIC CELLS | ARCHS4,ARCHS4,,,BLOOD DENDRITIC CELLS,917,4,0.00336483689878328,0.0471232227437898
CD4+ T cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,CD4+ T cell,5,1,0.00361413739643801,0.0501523449670097
CD8+ T cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,CD8+ T cell,5,1,0.00361413739643801,0.0501523449670097
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE | Human | MSigDB,MSigDB,Human,,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE,114,2,0.00379663361318561,0.0524453161385048
Monocyte | Spleen | Mouse | CellMarker,CellMarker,Mouse,Spleen,Monocyte,122,2,0.00391172090795458,0.053790587508027
Liver bud hepatic cell | Liver | Human | CellMarker,CellMarker,Human,Liver,Liver bud hepatic cell,136,2,0.00432729057791918,0.0592370993977314
CD4+ memory T-cells_FANTOM_1 | Human | xCell,xCell,Human,,CD4+ memory T-cells_FANTOM_1,142,2,0.0045114396223145,0.0614810090233801
Mitotic fetal germ cell | Fetal gonad | Human | CellMarker,CellMarker,Human,Fetal gonad,Mitotic fetal germ cell,487,3,0.00468736647550997,0.0635933335672982
T follicular helper cells | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,T follicular helper cells,7,1,0.00505646442158247,0.0679937848548192
T follicular helper cells | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,T follicular helper cells,7,1,0.00505646442158247,0.0679937848548192
Lymphocyte | Human | TISSUES,TISSUES,Human,,Lymphocyte,520,3,0.00543794091537742,0.072482028253649
Lymphoid cell | Human | TISSUES,TISSUES,Human,,Lymphoid cell,520,3,0.00543794091537742,0.072482028253649
Schwalie et al.Nature.P1 | Adipose tissue | Mouse | CellMarker,CellMarker,Mouse,Adipose tissue,Schwalie et al.Nature.P1,148,2,0.00569164716732146,0.075532383150611
Adenocarcinoma cell | Human | TISSUES,TISSUES,Human,,Adenocarcinoma cell,543,3,0.00616352480442487,0.0814389212202052
CLP_BLUEPRINT_1 | Human | xCell,xCell,Human,,CLP_BLUEPRINT_1,9,1,0.00649689314867918,0.0851036994777415
Pyramidal cell | Human | CellMarker,CellMarker,Human,,Pyramidal cell,9,1,0.00649689314867918,0.0851036994777415
DENDRITIC CELL | ARCHS4,ARCHS4,,,DENDRITIC CELL,1112,4,0.00669062324647581,0.0872652534164806
Carcinoma cell | Human | TISSUES,TISSUES,Human,,Carcinoma cell,578,3,0.00732304169035563,0.0947009519020883
Epithelioma cell | Human | TISSUES,TISSUES,Human,,Epithelioma cell,578,3,0.00732304169035563,0.0947009519020883
CD34+ CELL | ARCHS4,ARCHS4,,,CD34+ CELL,1161,4,0.00763648470633173,0.0983359195870429
Thorax | Human | TISSUES,TISSUES,Human,,Thorax,583,3,0.0077128302912712,0.0988999631019965
CLP_BLUEPRINT_2 | Human | xCell,xCell,Human,,CLP_BLUEPRINT_2,13,1,0.00937206470185048,0.11967102785262
LAKE_ADULT_KIDNEY_C9_THIN_ASCENDING_LIMB | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C9_THIN_ASCENDING_LIMB,206,2,0.00945199508229047,0.12018666550243
T-lymphocyte | Human | TISSUES,TISSUES,Human,,T-lymphocyte,210,2,0.00962747599257787,0.121907914756017
CD4+ naive T-cells_FANTOM_1 | Human | xCell,xCell,Human,,CD4+ naive T-cells_FANTOM_1,14,1,0.0100896746648588,0.126704633497958
CD4+ naive T-cells_NOVERSHTERN_3 | Human | xCell,xCell,Human,,CD4+ naive T-cells_NOVERSHTERN_3,14,1,0.0100896746648588,0.126704633497958
LAKE_ADULT_KIDNEY_C8_DECENDING_THIN_LIMB | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C8_DECENDING_THIN_LIMB,215,2,0.0104352833782375,0.130505457557464
CD8+ T-cells_HPCA_2 | Human | xCell,xCell,Human,,CD8+ T-cells_HPCA_2,15,1,0.010806812018566,0.134597957886976
Gonadal mitotic phase fetal germ cell | Fetal gonad | Human | CellMarker,CellMarker,Human,Fetal gonad,Gonadal mitotic phase fetal germ cell,222,2,0.0119438386754622,0.148152349937671
Trunk | Human | TISSUES,TISSUES,Human,,Trunk,686,3,0.0120213043955169,0.148507089666568
CD8+ Tcm_NOVERSHTERN_2 | Human | xCell,xCell,Human,,CD8+ Tcm_NOVERSHTERN_2,17,1,0.0122396700185197,0.150592539215714
LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA | Human | MSigDB,MSigDB,Human,,LAKE_ADULT_KIDNEY_C18_COLLECTING_DUCT_PRINCIPAL_CELLS_MEDULLA,243,2,0.0132367049222098,0.16220300910724
THYMUS (BULK TISSUE) | ARCHS4,ARCHS4,,,THYMUS (BULK TISSUE),1329,4,0.0133703183515656,0.163182319158265
Plasmacytoid dendritic cell | Blood | Human | CellMarker,CellMarker,Human,Blood,Plasmacytoid dendritic cell,251,2,0.0135434908906315,0.164634675266516
Leukocyte | Human | TISSUES,TISSUES,Human,,Leukocyte,724,3,0.0138349311112162,0.167507393015881
NATURAL KILLER CELLS | ARCHS4,ARCHS4,,,NATURAL KILLER CELLS,1371,4,0.0140172097855642,0.169040875152101
CD4+ T-cells_BLUEPRINT_3 | Human | xCell,xCell,Human,,CD4+ T-cells_BLUEPRINT_3,21,1,0.0150997270234274,0.181298718089138
PERIPHERAL BLOOD | ARCHS4,ARCHS4,,,PERIPHERAL BLOOD,1330,4,0.015152969527687,0.181298718089138
MIDBRAIN | ARCHS4,ARCHS4,,,MIDBRAIN,1406,4,0.0152259046281337,0.181456957509405
KIDNEY (BULK TISSUE) | ARCHS4,ARCHS4,,,KIDNEY (BULK TISSUE),1442,4,0.015594054192948,0.185118479267067
CD8+ Tcm_NOVERSHTERN_1 | Human | xCell,xCell,Human,,CD8+ Tcm_NOVERSHTERN_1,22,1,0.0158135639479013,0.186993855399503
Goblet cell | Intestinal crypt | Mouse | CellMarker,CellMarker,Mouse,Intestinal crypt,Goblet cell,233,2,0.0159987770798576,0.187998967521216
Hematopoietic cell | Human | TISSUES,TISSUES,Human,,Hematopoietic cell,765,3,0.0160222877880865,0.187998967521216
HAY_BONE_MARROW_CD34_POS_GRAN | Human | MSigDB,MSigDB,Human,,HAY_BONE_MARROW_CD34_POS_GRAN,22,1,0.0165269305001267,0.193174391499557
CLP_BLUEPRINT_3 | Human | xCell,xCell,Human,,CLP_BLUEPRINT_3,24,1,0.0172398269590723,0.199208494785631
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_COLUMNAR_CELLS | Human | MSigDB,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_COLUMNAR_CELLS,22,1,0.0172398269590723,0.199208494785631
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS | Human | MSigDB,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS,24,1,0.0172398269590723,0.199208494785631
Bone | Mouse | TISSUES,TISSUES,Mouse,,Bone,24,1,0.0179522536035597,0.205101122936909
Pyramidal cells | Brain | Human | PanglaoDB,PanglaoDB,Human,Brain,Pyramidal cells,25,1,0.0179522536035597,0.205101122936909
Pyramidal cells | Brain | Mouse | PanglaoDB,PanglaoDB,Mouse,Brain,Pyramidal cells,25,1,0.0179522536035597,0.205101122936909
CD4+ T-cells_BLUEPRINT_1 | Human | xCell,xCell,Human,,CD4+ T-cells_BLUEPRINT_1,26,1,0.0186642107122633,0.212436465747447
BLOOD PBMC | ARCHS4,ARCHS4,,,BLOOD PBMC,1489,4,0.0190039847425593,0.215496677733722
Thymus | Human | TISSUES,TISSUES,Human,,Thymus,302,2,0.0200762502688772,0.225252894054856
CD8+ Tcm_BLUEPRINT_2 | Human | xCell,xCell,Human,,CD8+ Tcm_BLUEPRINT_2,28,1,0.0200867174362837,0.225252894054856
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS | Human | MSigDB,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS,27,1,0.0200867174362837,0.225252894054856
Melanocytes | Skin | Mouse | PanglaoDB,PanglaoDB,Mouse,Skin,Melanocytes,31,1,0.0222169629623571,0.248225553097806
Melanocytes | Skin | Human | PanglaoDB,PanglaoDB,Human,Skin,Melanocytes,32,1,0.0229261087003025,0.255210418828643
AIZARANI_LIVER_C12_NK_NKT_CELLS_4 | Human | MSigDB,MSigDB,Human,,AIZARANI_LIVER_C12_NK_NKT_CELLS_4,33,1,0.0236347868490754,0.262139113993942
Muscle | Human | TISSUES,TISSUES,Human,,Muscle,915,3,0.0251520488673044,0.277953005482684
CD4+ naive T-cells_IRIS_3 | Human | xCell,xCell,Human,,CD4+ naive T-cells_IRIS_3,36,1,0.0257580185346431,0.282594289988377
GMP_BLUEPRINT_3 | Human | xCell,xCell,Human,,GMP_BLUEPRINT_3,35,1,0.0257580185346431,0.282594289988377
Basal cells | Epithelium | Human | PanglaoDB,PanglaoDB,Human,Epithelium,Basal cells,37,1,0.0264648291002755,0.288267439554614
Basal cells | Epithelium | Mouse | PanglaoDB,PanglaoDB,Mouse,Epithelium,Basal cells,37,1,0.0264648291002755,0.288267439554614
CD8+ Tcm_HPCA_3 | Human | xCell,xCell,Human,,CD8+ Tcm_HPCA_3,38,1,0.0278770518989192,0.301488828187955
Mural cell | Brain | Mouse | CellMarker,CellMarker,Mouse,Brain,Mural cell,37,1,0.0278770518989192,0.301488828187955
B cells naive | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,B cells naive,40,1,0.0285824646853245,0.308021667300359
T helper cells | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,T helper cells,41,1,0.0292874120984699,0.313395934391725
T helper cells | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,T helper cells,41,1,0.0292874120984699,0.313395934391725
Th17 | SaVanT,SaVanT,,,Th17,37,1,0.0306959119101642,0.327315355421014
CD8+ Tem_BLUEPRINT_3 | Human | xCell,xCell,Human,,CD8+ Tem_BLUEPRINT_3,42,1,0.0313994648609387,0.333646761232142
B cells memory | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,B cells memory,45,1,0.0321025535429057,0.339929129675576
CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE | Human | MSigDB,MSigDB,Human,,CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE,46,1,0.0328051782318144,0.344965178707557
GMP_BLUEPRINT_1 | Human | xCell,xCell,Human,,GMP_BLUEPRINT_1,45,1,0.0328051782318144,0.344965178707557
B cells naive | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,B cells naive,47,1,0.0335073392032667,0.350318085618752
Muscular system | Human | TISSUES,TISSUES,Human,,Muscular system,1032,3,0.034566111941745,0.350318085618752
C2C12 | SaVanT,SaVanT,,,C2C12,50,1,0.0356110425667387,0.350318085618752
follicular_B-cells | SaVanT,SaVanT,,,follicular_B-cells,50,1,0.0356110425667387,0.350318085618752
IMGN_BEC_MLN | Mouse | SaVanT,SaVanT,Mouse,,IMGN_BEC_MLN,50,1,0.0356110425667387,0.350318085618752
IMGN_BEC_SLN | Mouse | SaVanT,SaVanT,Mouse,,IMGN_BEC_SLN,50,1,0.0356110425667387,0.350318085618752
IMGN_preT_DN2-3_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_preT_DN2-3_Th,50,1,0.0356110425667387,0.350318085618752
IMGN_T_8Eff_Sp_OT1_48hr_LisOva | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_8Eff_Sp_OT1_48hr_LisOva,50,1,0.0356110425667387,0.350318085618752
IMGN_T_DPbl_Th | Mouse | SaVanT,SaVanT,Mouse,,IMGN_T_DPbl_Th,50,1,0.0356110425667387,0.350318085618752
MA_B | Human | SaVanT,SaVanT,Human,,MA_B,50,1,0.0356110425667387,0.350318085618752
T-cells_CD4+ | SaVanT,SaVanT,,,T-cells_CD4+,50,1,0.0356110425667387,0.350318085618752
T-cells_CD8+ | SaVanT,SaVanT,,,T-cells_CD8+,50,1,0.0356110425667387,0.350318085618752
Th1_Harvard | SaVanT,SaVanT,,,Th1_Harvard,50,1,0.0356110425667387,0.350318085618752
Th2_Harvard | SaVanT,SaVanT,,,Th2_Harvard,50,1,0.0356110425667387,0.350318085618752
thymocyte_DP_CD4+CD8+ | SaVanT,SaVanT,,,thymocyte_DP_CD4+CD8+,50,1,0.0356110425667387,0.350318085618752
B cells memory | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,B cells memory,48,1,0.0363113514214896,0.350318085618752
CD4+ T-cells_FANTOM_3 | Human | xCell,xCell,Human,,CD4+ T-cells_FANTOM_3,50,1,0.0363113514214896,0.350318085618752
HBA_Colorectaladenocarcinoma | Human | SaVanT,SaVanT,Human,,HBA_Colorectaladenocarcinoma,50,1,0.0363113514214896,0.350318085618752
HBA_Lymphoma_burkitts(Daudi) | Human | SaVanT,SaVanT,Human,,HBA_Lymphoma_burkitts(Daudi),50,1,0.0363113514214896,0.350318085618752
HBA_Lymphoma_burkitts(Raji) | Human | SaVanT,SaVanT,Human,,HBA_Lymphoma_burkitts(Raji),50,1,0.0363113514214896,0.350318085618752
HPCA_T_cells_CD8+ | Human | SaVanT,SaVanT,Human,,HPCA_T_cells_CD8+,50,1,0.0363113514214896,0.350318085618752
IL4_24 | SaVanT,SaVanT,,,IL4_24,50,1,0.0363113514214896,0.350318085618752
MA_M_GMCSF_baseline_12h | Human | SaVanT,SaVanT,Human,,MA_M_GMCSF_baseline_12h,50,1,0.0363113514214896,0.350318085618752
MA_M_GMCSF_baseline_24h | Human | SaVanT,SaVanT,Human,,MA_M_GMCSF_baseline_24h,50,1,0.0363113514214896,0.350318085618752
MA_NK_cells | Human | SaVanT,SaVanT,Human,,MA_NK_cells,50,1,0.0363113514214896,0.350318085618752
SJS | SaVanT,SaVanT,,,SJS,50,1,0.0363113514214896,0.350318085618752
Kidney cancer cell | Human | TISSUES,TISSUES,Human,,Kidney cancer cell,51,1,0.0370111979346186,0.354817130988347
Renal cell carcinoma cell | Human | TISSUES,TISSUES,Human,,Renal cell carcinoma cell,51,1,0.0370111979346186,0.354817130988347
HBA_BDCA4+_DentriticCells | Human | SaVanT,SaVanT,Human,,HBA_BDCA4+_DentriticCells,50,1,0.0377105823808563,0.357017008895397
HBA_Tonsil | Human | SaVanT,SaVanT,Human,,HBA_Tonsil,50,1,0.0377105823808563,0.357017008895397
HBA_WholeBlood | Human | SaVanT,SaVanT,Human,,HBA_WholeBlood,50,1,0.0377105823808563,0.357017008895397
TNF_20ng_4h_HaCaT_43 | SaVanT,SaVanT,,,TNF_20ng_4h_HaCaT_43,50,1,0.0377105823808563,0.357017008895397
HBA_CD19+_BCells(neg | Human | SaVanT,SaVanT,Human,,HBA_CD19+_BCells(neg,50,1,0.038409505034789,0.362504614287962
HBA_CD56+_NKCells | Human | SaVanT,SaVanT,Human,,HBA_CD56+_NKCells,50,1,0.0391079661708574,0.36795389843107
Colonic adenocarcinoma cell | Human | TISSUES,TISSUES,Human,,Colonic adenocarcinoma cell,56,1,0.0398059660633568,0.372216402666281
Colorectal adenocarcinoma cell | Human | TISSUES,TISSUES,Human,,Colorectal adenocarcinoma cell,56,1,0.0398059660633568,0.372216402666281
Hematopoietic stem cell | Bone marrow | Mouse | CellMarker,CellMarker,Mouse,Bone marrow,Hematopoietic stem cell,426,2,0.0404787385791308,0.37734627773613
B cell | Kidney | Human | CellMarker,CellMarker,Human,Kidney,B cell,450,2,0.0408067406041289,0.379240625981492
B cells | Immune system | Mouse | PanglaoDB,PanglaoDB,Mouse,Immune system,B cells,58,1,0.041200583214108,0.381733452401446
Colonic cancer cell | Human | TISSUES,TISSUES,Human,,Colonic cancer cell,464,2,0.0427967127151607,0.394118818004162
Gastrointestinal cancer cell | Human | TISSUES,TISSUES,Human,,Gastrointestinal cancer cell,464,2,0.0427967127151607,0.394118818004162
Spleen | Human | TISSUES,TISSUES,Human,,Spleen,461,2,0.0429642304317993,0.394466151910085
MANNO_MIDBRAIN_NEUROTYPES_BASAL | Human | MSigDB,MSigDB,Human,,MANNO_MIDBRAIN_NEUROTYPES_BASAL,61,1,0.0432890564625354,0.396251333101341
B cells | Immune system | Human | PanglaoDB,PanglaoDB,Human,Immune system,B cells,63,1,0.0446790735013585,0.407746859971857
GMP_BLUEPRINT_2 | Human | xCell,xCell,Human,,GMP_BLUEPRINT_2,65,1,0.046760656833612,0.424195928708498
ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR | Human | MSigDB,MSigDB,Human,,ZHENG_CORD_BLOOD_C10_MULTILYMPHOID_PROGENITOR,66,1,0.046760656833612,0.424195928708498
Type II spiral ganglion neuron | Brain | Mouse | CellMarker,CellMarker,Mouse,Brain,Type II spiral ganglion neuron,464,2,0.0479327896962986,0.433534963949558
Stem cell | Bone marrow | Mouse | CellMarker,CellMarker,Mouse,Bone marrow,Stem cell,64,1,0.0481460874210387,0.434171987158862
Monocytes_NOVERSHTERN_1 | Human | xCell,xCell,Human,,Monocytes_NOVERSHTERN_1,69,1,0.0488381160422128,0.437814261511164
Naive CD8+ T cell | Peripheral blood | Human | CellMarker,CellMarker,Human,Peripheral blood,Naive CD8+ T cell,68,1,0.0488381160422128,0.437814261511164
