RNF168	0.66	0.45	0.47	0.38	0.37	0.57	0.62	0.36	0.25	0.32	0.96	0.28	0.38	0.33	0.38	0.25	0.24	0.19	0.11
WDR53	0.05	0.12	0.05	0.07	0.03	0.03	0.04	0.03	0.05	0.01	0.04	0.09	0.03	0.04	0.01	0.04	0.08	0	0
FBXO45	0.06	0.13	0.11	0.06	0.13	0.05	0.11	0.03	0.05	0.07	0.08	0.08	0.07	0.07	0.14	0.05	0.17	0.29	0
LINC01063	0	0.01	0.01	0	0.01	0	0	0.02	0	0.02	0.01	0	0.04	0.05	0	0	0	0	0
NRROS	0.04	0.02	0.03	0.03	0.07	0.08	0.17	0.53	0.01	0.27	0.17	0.01	0.16	0.65	0.31	0.53	0	0.35	0
PIGX	0.17	0.23	0.15	0.19	0.12	0.14	0.22	0.16	0.29	0.19	0.23	0.11	0.18	0.3	0.05	0.11	0.17	0	0.09
CEP19	0.03	0.04	0.03	0.05	0.02	0.02	0.03	0.04	0.03	0.03	0.01	0.03	0.04	0.06	0.01	0.06	0	0	0
PAK2	1.59	1.7	1.69	2.02	1.63	1.34	1.3	1.64	0.84	2.25	1.73	0.87	1.16	1.36	1.99	1.61	0.65	1.06	0.36
SENP5	0.32	0.36	0.25	0.3	0.34	0.36	0.34	0.26	0.34	0.35	0.22	0.32	0.23	0.18	0.49	0.28	0.29	0.18	0.25
AC016949.1	0.09	0.07	0.12	0.09	0.11	0.12	0.06	0.08	0.03	0.09	0.12	0.11	0.12	0.07	0.07	0.03	0	0.17	0
NCBP2	0.54	0.62	0.48	0.5	0.45	0.68	0.43	0.41	0.42	0.47	0.35	0.35	0.78	0.31	0.25	0.3	0.15	0.51	0.19
NCBP2-AS1	0	0.01	0	0.01	0.01	0	0.01	0	0	0.01	0	0	0	0	0.03	0	0	0	0
NCBP2AS2	0.29	0.33	0.31	0.26	0.25	0.48	0.57	0.18	0.3	0.18	0.35	0.35	0.38	0.45	0.07	0.2	0.27	0.65	0.26
PIGZ	0	0.02	0.01	0.01	0.04	0.02	0.02	0.03	0.1	0.07	0	0.04	0.02	0.03	0	0.13	0.06	0	0.03
MELTF	0.02	0.03	0	0.03	0	0.01	0.01	0.02	0.02	0.02	0	0.11	0	0.03	0	0.03	0.47	0	0
MELTF-AS1	0.02	0.01	0.01	0.02	0.02	0	0	0.01	0.05	0.01	0	0.08	0.02	0.03	0	0.02	0.03	0	0
DLG1	0.53	0.48	0.52	0.48	0.46	0.46	0.51	0.27	0.45	0.34	0.78	0.76	0.74	0.5	0.53	0.35	0.19	0.69	0.07
DLG1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
BDH1	0.1	0.1	0.05	0.11	0	0.08	0.03	0.01	0.04	0	0.07	0.04	0.12	0.06	0.02	0.09	0	0	0.41
AC024560.3	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0
AC024560.4	0.03	0.02	0.06	0.02	0	0.03	0.03	0.01	0.01	0	0.08	0.04	0.03	0.51	0.01	0.02	0	0	0
AC024560.1	0	0	0.01	0	0.02	0	0	0.01	0.01	0	0	0.03	0	0.02	0	0	0	0	0
AC024560.5	0.14	0.14	0.08	0.1	0.06	0.28	0.14	0.1	0.12	0.04	0.19	0.02	0.19	0.76	0.04	0.02	0.05	0	0
RUBCN	0.27	0.2	0.23	0.2	0.16	0.33	0.24	0.23	0.2	0.29	0.43	0.1	0.65	4.9	0.37	0.16	0.09	0.23	0.03
FYTTD1	0.49	0.43	0.44	0.51	0.69	0.75	0.8	0.54	0.96	0.6	0.86	0.43	0.49	4	0.71	0.4	0.58	0.13	0.43
AC055764.2	0.01	0	0	0.01	0.01	0	0	0	0.01	0.01	0	0	0	0.14	0	0	0	0	0
LRCH3	0.32	0.3	0.23	0.22	0.39	0.3	0.45	0.18	0.37	0.21	0.33	0.45	0.26	0.7	0.29	0.19	0.53	0.32	0.12
AC055764.1	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0	0	0	0	0	0	0
IQCG	0.13	0.12	0.08	0.12	0.04	0.08	0.1	0.06	0.03	0.04	0.06	0.04	0.05	0.09	0.06	0.03	0.05	0.19	0
RPL35A	26.54	28.83	30.78	28.01	18.14	23.6	20.72	22.32	19.6	18.98	16.16	21.28	26.86	21.76	6.5	29.64	14.21	30.81	8.78
LMLN	0.01	0.02	0.01	0.02	0.08	0.02	0.01	0.01	0.01	0	0.01	0.09	0	0.01	0	0	0	0	0
AC135893.1	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0.02	0	0	0	0	0	0
ZNF595	0.05	0.05	0.03	0.03	0.09	0.04	0.13	0.04	0.07	0	0.24	0.07	0.02	0.08	0.06	0	0.05	0	0.03
ZNF718	0.09	0.13	0.04	0.05	0.11	0.08	0.26	0.06	0.04	0.02	0.11	0.06	0.1	0.04	0	0.03	0.09	0.1	0.03
AC253576.2	0.01	0.02	0.01	0	0.01	0.01	0.04	0	0.01	0	0.02	0	0	0	0	0	0	0	0
AC079140.6	0.01	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF141	0.35	0.36	0.22	0.21	0.28	0.39	0.41	0.47	1.64	0.17	0.52	0.31	0.53	0.29	0.18	0.29	0.51	0.51	0.1
ZNF721	0.63	0.48	0.5	0.54	0.41	0.65	0.57	0.27	0.31	0.22	0.82	0.67	0.4	0.35	0.27	0.34	0.33	0	0.05
PIGG	0.17	0.17	0.11	0.14	0.25	0.21	0.19	0.09	0.03	0.08	0.28	0.09	0.05	0.09	0.08	0.07	0.45	0.4	0
PDE6B	0.1	0.06	0.04	0.06	0.02	0.09	0.11	0.06	0	0.03	0.12	0.05	0.08	0.08	0.13	0.04	0.1	0	0
AC107464.3	0.02	0.03	0	0.01	0.02	0.01	0.04	0.02	0	0.01	0.01	0	0.06	0.03	0	0	0.06	0	0
ATP5ME	2.19	2.37	2.06	1.73	3.03	2.26	3.03	2.38	4.87	3.18	2.42	3.14	1.84	2	1.8	2.42	3.47	4.05	5.01
MYL5	0.04	0.04	0.04	0.04	0.06	0.05	0.03	0.09	0.01	0.04	0.1	0.14	0.04	0.08	0.06	0.1	0	0	0.07
SLC49A3	0.01	0.03	0.01	0.03	0.18	0.02	0.02	0.07	0.02	0.13	0.13	0.13	0.02	0	0.32	0.03	0.33	0.17	0
PCGF3	0.16	0.13	0.09	0.13	0.39	0.17	0.17	0.15	0.16	0.18	0.26	0.3	0.07	0.16	0.25	0.13	0.24	0	0.07
AC139887.4	0.02	0.01	0.02	0.01	0	0.01	0.03	0	0.01	0.01	0.05	0	0	0.01	0	0.03	0	0	0
AC139887.2	0.17	0.18	0.09	0.17	0.07	0.16	0.18	0.05	0.14	0.08	0.27	0.15	0.26	0.54	0	0.09	0.15	0	0
CPLX1	0.01	0.01	0.02	0.01	0.56	0	0.01	0.01	0.01	0.02	0	0	0	0.23	0	0	0.51	0	0
GAK	0.33	0.39	0.22	0.33	0.38	0.47	0.43	0.32	0.13	0.57	0.38	0.29	0.31	0.92	0.43	0.11	0.49	0	0.07
TMEM175	0.16	0.14	0.12	0.13	0.22	0.15	0.14	0.17	0.19	0.18	0.15	0.14	0.18	0.24	0.18	0.2	0.63	0	0.13
DGKQ	0.2	0.08	0.05	0.13	0.05	0.31	0.19	0.02	0.01	0.08	0.17	0.03	0.05	0.14	0.05	0	0	0	0.02
SLC26A1	0.01	0.01	0.01	0	0	0.02	0	0	0.01	0	0	0	0	0	0	0	0	0	0
IDUA	0.08	0.05	0.05	0.05	0.06	0.05	0.03	0.08	0.03	0.08	0.1	0.15	0.06	0.06	0.06	0.05	0.09	0	0
FGFRL1	0.05	0.05	0.06	0.07	0.04	0.07	0.04	0	0.04	0.05	0.01	0.14	0	0.03	0	0.01	0	0	0.12
RNF212	0.01	0.03	0.03	0.01	0.01	0.01	0.01	0.01	0.05	0.01	0.04	0.12	0	0.02	0.01	0	0	0	0
AC092535.2	0	0	0	0.01	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0
SPON2	1.04	0.67	0.73	0.96	0.02	1.37	2.46	0.04	0.09	0.1	1.85	0.12	0.24	1.51	0.06	0	1.05	0	0.56
AC092535.5	0.01	0.01	0.01	0.02	0	0.03	0.02	0	0	0.01	0	0	0.02	0.05	0	0	0	0	0
CTBP1-AS	0.04	0.04	0.04	0.02	0.01	0.04	0.04	0.02	0	0.02	0.08	0.02	0.19	0.23	0	0	0.03	0	0
CTBP1	0.69	0.77	0.63	0.77	0.48	0.95	1.03	0.37	0.46	0.64	1.03	0.35	0.48	1.23	0.57	0.34	0.85	0.73	0.23
CTBP1-DT	0.25	0.3	0.25	0.45	0.1	0.25	0.4	0.09	0.07	0.03	0.29	0.16	0.04	0.14	0.13	0.03	0.07	0	0.12
MAEA	0.23	0.38	0.21	0.4	0.24	0.3	0.33	0.14	0.23	0.27	0.24	0.26	0.12	0.55	0.29	0.07	0.27	0.19	0.05
UVSSA	0.15	0.18	0.12	0.13	0.13	0.14	0.17	0.12	0.11	0.27	0.24	0.16	0.12	0.19	0.14	0.05	0.05	0	0
AC078852.1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIPAK	0.02	0.06	0.04	0.03	0.06	0.05	0.04	0.05	0.06	0.03	0.07	0.07	0.03	0.04	0.05	0.02	0.11	0	0
AC147067.2	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC147067.1	0.05	0.05	0.11	0.06	0.08	0.07	0.06	0.1	0	0.14	0.05	0	0.21	0.01	0.03	0.05	0.04	0	0
FAM53A	0	0.01	0	0	0.01	0	0	0	0	0	0.02	0	0	0.01	0.03	0	0	0	0
SLBP	0.67	0.52	0.63	0.57	0.33	0.48	0.41	0.39	0.28	0.38	0.75	0.22	0.34	0.55	0.5	0.53	0.38	0	0.2
AC016773.1	0.06	0.08	0.05	0.06	0.01	0.07	0.05	0.02	0.01	0.04	0.07	0.01	0.03	0.03	0.01	0	0	0	0
TACC3	0.26	0.23	0.26	0.15	0.03	0.07	0.04	0.13	0.01	0.39	0.21	0	0	0.09	0.09	0.2	0.1	0	0.08
TMEM129	0.14	0.13	0.09	0.15	0.15	0.12	0.14	0.07	0.21	0.09	0.18	0.15	0.13	0.15	0.04	0.08	0.23	0	0.1
FGFR3	0	0.01	0.01	0.01	0.06	0.03	0	0.01	0.12	0.01	0	1.72	0	0	0	0	0.28	0.16	0.08
LETM1	0.24	0.17	0.11	0.16	0.18	0.22	0.22	0.13	0.18	0.11	0.22	0.32	0.27	0.28	0.2	0.09	0.15	0.16	0.11
NSD2	0.12	0.19	0.12	0.1	0.12	0.11	0.13	0.14	0.08	0.16	0.15	0.12	0.06	0.22	0.16	0.13	0.1	0	0.03
NELFA	0.16	0.16	0.15	0.15	0.18	0.24	0.27	0.09	0.15	0.16	0.27	0.19	0.21	0.13	0.13	0.11	0.22	0.2	0
C4orf48	0.72	0.64	0.58	0.54	0.44	0.49	0.37	0.78	0.1	1.85	0.14	0.13	0.19	0.85	1.56	1.03	0.62	6	0.03
NAT8L	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0
POLN	0.01	0.01	0.01	0	0.02	0.01	0.01	0.01	0.01	0	0	0.01	0	0.03	0.02	0	0.06	0	0
HAUS3	0.32	0.26	0.33	0.2	0.14	0.29	0.27	0.08	0.12	0.09	0.24	0.09	0.05	0.11	0.22	0.16	0.13	0	0.05
MXD4	0.88	0.63	0.63	0.55	0.96	0.73	0.96	0.6	0.84	0.55	0.82	0.33	0.36	1.34	0.87	0.68	0.95	0.16	0.07
ZFYVE28	0.41	0.38	0.38	0.36	0.07	0.24	0.41	0.01	0.04	0	0.07	0.09	0.02	0.03	0.04	0.13	0	0.16	0
RNF4	0.51	0.41	0.38	0.42	0.31	0.59	0.48	0.51	0.25	0.33	0.54	0.21	0.4	0.34	0.64	0.5	0.13	0.21	0
FAM193A	0.2	0.18	0.22	0.21	0.33	0.23	0.24	0.19	0.25	0.17	0.28	0.19	0.1	0.19	0.22	0.08	0.18	0	0.05
TNIP2	0.43	0.34	0.4	0.26	0.6	0.34	0.45	0.21	0.33	0.3	0.34	0.18	0.13	0.13	0.17	0.39	0.57	0	0.03
SH3BP2	0.34	0.29	0.13	0.19	0.48	0.48	0.59	0.52	0.19	1.64	0.27	0.07	0.21	0.19	0.9	0.25	0.21	0.35	0.06
ADD1	0.82	0.76	0.54	0.62	1.83	0.84	1.14	0.4	1.17	0.56	1.18	0.79	1.07	1.25	0.67	0.34	2.68	0.32	0.09
AL121750.1	0	0.01	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0
MFSD10	0.83	0.68	0.51	0.61	0.69	0.7	1	0.29	0.6	0.35	0.55	0.95	0.45	0.31	0.51	0.37	1.17	0	0.1
NOP14-AS1	0.1	0.12	0.08	0.07	0.04	0.08	0.1	0.03	0.09	0.05	0.1	0.03	0	0.08	0.07	0.01	0.07	0	0
NOP14	0.22	0.2	0.17	0.26	0.15	0.24	0.2	0.18	0.13	0.14	0.17	0.16	0.23	0.18	0.06	0.25	0.1	0	0.49
GRK4	0.01	0.04	0.01	0.02	0.07	0.04	0.03	0.03	0.07	0	0.03	0.03	0.01	0.02	0.02	0	0.05	0	0
HTT	0.26	0.27	0.21	0.24	0.27	0.26	0.35	0.29	0.17	0.27	0.42	0.26	0.09	0.2	0.29	0.57	0.16	0.32	0.03
HTT-AS	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.01	0	0	0	0
MSANTD1	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
RGS12	0.02	0.04	0.02	0.01	0.36	0.01	0.03	0.13	0.11	0.15	0.01	0.05	0	0	0.07	0.15	0.11	0	0.03
HGFAC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.39
DOK7	0	0	0	0	0	0.01	0	0	0	0	0	0.05	0.06	0	0	0	0	0	0
LRPAP1	0.91	0.78	0.72	0.79	0.78	0.69	0.86	0.56	0.89	0.59	0.78	1.29	0.6	0.56	0.94	0.33	2.5	0.61	0.27
LINC02600	0	0	0	0	0	0	0	0	0.01	0	0	0.02	0	0	0	0	0	0	0
ADRA2C	0	0	0	0	0.03	0	0	0	0.05	0	0	0.09	0	0	0	0	0	0	0
TMEM128	0.17	0.18	0.16	0.11	0.26	0.27	0.22	0.11	0.28	0.2	0.25	0.21	0.2	0.15	0.24	0.16	0.42	0.16	0.04
LYAR	2.34	1.49	1.11	1.6	0.37	1.1	1.85	0.23	0.24	0.47	0.28	0.15	0.05	0.13	0.1	0.07	0.37	0.39	0.13
ZBTB49	0.09	0.06	0.05	0.04	0.04	0.04	0.11	0.01	0.05	0.01	0.04	0.07	0.01	0.04	0.03	0	0.1	0	0
NSG1	0.03	0.1	0.13	0.05	0.07	0.01	0.02	0	0.01	0	0	0	0	0	0	0	0.1	0	0.05
STX18	0.14	0.24	0.14	0.24	0.24	0.19	0.18	0.17	0.17	0.18	0.18	0.54	0.08	0.42	0.12	0.38	0.24	0	0.09
STX18-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0
STX18-AS1	0.04	0.05	0.02	0.04	0.02	0.06	0.07	0.01	0.08	0.02	0.09	0.03	0.06	0	0.04	0.02	0	0	0
MSX1	0	0	0.01	0	0.74	0	0.01	0.02	0.04	0	0	0	0	0	0	0	0	0	0
CYTL1	0	0	0	0	0.02	0	0	0.03	0	0	0	0	0	0.01	0	0	0	0	0
STK32B	0	0	0	0	0.01	0	0	0.03	0	0	0	0.06	0	0.11	0	0	0	0	0
EVC2	0.01	0.01	0	0.03	0.01	0	0	0	0.04	0.01	0	0.11	0	0.07	0	0	0.05	0	0
EVC	0	0.01	0	0.01	0	0	0	0	0.02	0	0	0.19	0	0	0	0	0	0	0
CRMP1	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0
C4orf50	0.02	0	0	0	0	0.02	0.01	0	0	0	0	0	0	0	0	0	0	0	0
JAKMIP1	0.17	0.06	0.03	0	0	0.2	0.17	0	0	0	0.03	0	0.01	0	0	0	0	0	0
WFS1	0.01	0.03	0	0.01	0.14	0.01	0.01	0.02	0.25	0.02	0	0.03	0.05	0.01	0.03	0	0.15	0	0.05
PPP2R2C	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0
MAN2B2	0.23	0.26	0.21	0.18	0.17	0.22	0.23	0.16	0.18	0.25	0.18	0.11	0.14	0.12	0.52	0.15	0.76	0.17	0
MRFAP1	1.11	0.73	1.06	0.9	2.03	1.21	0.93	0.81	2.52	0.95	1.1	2.14	0.77	0.78	1.19	0.74	1.87	0.76	0.73
LINC02482	0.05	0.04	0.05	0.05	0.03	0.03	0.02	0.03	0.06	0.05	0.03	0.1	0.09	0.02	0.03	0.09	0.03	0	0.03
AC093323.1	0.22	0.27	0.18	0.13	0.07	0.22	0.23	0.07	0.16	0.06	0.32	0.08	0.07	0.07	0.07	0	0.08	0	0.12
LINC002481	0.07	0.12	0.05	0.16	0	0.21	0.15	0.01	0	0	0.14	0	0.01	0	0.01	0	0	0	0.05
S100P	0.01	0.02	0.01	0	0	0.01	0.04	0	0	0.04	0	0	0	0	0	0	0	0	0
MRFAP1L1	0.31	0.39	0.28	0.35	0.3	0.58	0.48	0.15	0.28	0.14	0.33	0.38	0.15	0.16	0.32	0.17	0.25	0.59	0.21
BLOC1S4	0.59	0.52	0.44	0.47	0.19	0.64	0.63	0.13	0.17	0.16	0.63	0.26	0.26	0.24	0.18	0.15	0.17	0.84	0.2
KIAA0232	0.42	0.35	0.33	0.44	0.39	0.38	0.27	0.21	0.66	0.44	0.26	0.43	0.09	0.25	0.41	0.17	0.1	0.3	0.17
TBC1D14	0.13	0.16	0.2	0.2	0.14	0.15	0.23	0.29	0.1	0.18	0.4	0.11	0.07	0.25	0.35	0.12	0.2	1.24	0.02
AC097382.3	0.07	0.04	0.02	0.04	0.03	0.08	0.04	0.01	0.01	0.01	0.14	0.04	0.03	0.01	0	0.09	0	0	0
AC097382.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0
AC097382.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC96	0.01	0.01	0	0	0.03	0	0.01	0.01	0.01	0	0	0.01	0.01	0	0.02	0	0	0.24	0
TADA2B	0.2	0.13	0.12	0.14	0.14	0.15	0.19	0.06	0.07	0.11	0.09	0.12	0.04	0.17	0.08	0.07	0.12	0	0
GRPEL1	0.41	0.35	0.4	0.34	0.39	0.55	0.35	0.3	0.29	0.26	0.36	0.22	0.34	0.21	0.11	0.48	0.28	0.66	0.51
LINC02447	0.04	0.02	0.02	0.01	0.02	0.01	0	0.01	0.05	0	0	0.04	0	0	0.03	0	0	0	0
SORCS2	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0
AFAP1	0.03	0.03	0.07	0.01	0.27	0	0.01	0	0.12	0	0	0.14	0	0	0.04	0	0.29	0	0
AC097381.1	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM2	0.03	0.02	0.01	0	0	0.01	0	0	0.05	0	0	0.03	0	0	0.01	0	0.33	0	0
SH3TC1	0.16	0.07	0.13	0.04	0.14	0.06	0.03	1.05	0	0.99	0.06	0.04	0.06	0.83	1	0.54	0.23	0.19	0
HTRA3	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0.36	0	0
AC104825.1	0.01	0.01	0	0.01	0.02	0.03	0.01	0.01	0.04	0	0.01	0.06	0.03	0.02	0	0	0.03	0	0
ACOX3	0.04	0.04	0.02	0.03	0.07	0.04	0.02	0.03	0.03	0.04	0.05	0.12	0.02	0.06	0.09	0	0	0	0
TRMT44	0.05	0.05	0.03	0.02	0.08	0.07	0.06	0.02	0.06	0.03	0.05	0.1	0.06	0.01	0.03	0.1	0	0	0
AC105345.1	0	0	0.01	0.01	0	0	0	0.01	0	0	0.01	0.02	0	0.01	0.03	0	0	0	0
AC108519.1	0.02	0.02	0.03	0.01	0.02	0.02	0	0.02	0.03	0.04	0.02	0.1	0	0.01	0	0	0	0	0
AC073648.7	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105916.1	0	0	0	0	0	0.01	0	0	0.01	0	0	0.01	0	0	0	0	0	0	0
SLC2A9	0	0.01	0	0	0.02	0.01	0.01	0.07	0.02	0.04	0	0	0	0.04	0.11	0.02	0.05	0	0
AC005674.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.03	0	0	0
AC005674.2	0.03	0.03	0.02	0.01	0.07	0.02	0.04	0.03	0.05	0.02	0.04	0.07	0	0.25	0.03	0.04	0.1	0	0
WDR1	0.77	0.9	0.73	0.76	1.18	1.02	1.07	0.8	1.69	1.25	1.12	0.74	0.34	1.9	1.19	0.93	0.69	1.28	0.12
ZNF518B	0.11	0.14	0.12	0.09	0.21	0.12	0.1	0.1	0.09	0.11	0.1	0.02	0.19	0.17	0.22	0.15	0	0	0
CLNK	0.03	0	0.02	0	0	0.02	0.01	0	0	0.01	0.56	0	0.05	0	0	1.96	0	0	0
HS3ST1	0	0.02	0	0.01	0.34	0	0.01	0.02	0.11	0.01	0.01	0.19	0.01	0.06	0.05	0.02	0	0.32	0
AC006230.1	0	0	0	0	0.07	0	0	0.05	0.09	0	0.01	0.24	0.1	0.07	0.02	0.02	0	0.35	0
AC025539.1	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
AC005699.1	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.01	0	0	0	0	0
LINC02360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC007370.2	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0.02	0	0	0	0	0
RAB28	0.18	0.2	0.18	0.2	0.27	0.26	0.2	0.1	0.3	0.12	0.23	0.32	0.11	0.26	0.1	0.09	0.13	0	0.08
BOD1L1	0.99	1.11	0.92	1	1.28	1.21	1.1	0.84	1.01	1.04	1.28	1.02	1.45	1.43	0.56	1.14	0.68	0.73	0.02
AC007126.1	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092546.1	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0	0	0	0	0	0
AC006296.3	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00504	0.02	0.03	0.01	0.01	0.01	0.01	0.05	0.01	0.03	0	0.11	0.01	0.03	0.01	0.01	0	0	0	0.03
CPEB2-DT	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0
CPEB2	0.11	0.13	0.13	0.13	0.2	0.14	0.14	0.14	0.16	0.32	0.05	0.15	0.02	0.31	0.16	0.17	0.03	0.37	0.19
AC098829.1	0	0	0.01	0	0	0	0	0	0.02	0.01	0.01	0.01	0.03	0	0	0	0	0	0
C1QTNF7	0	0.01	0	0	0	0	0.01	0	0.48	0	0.01	0.01	0	0	0	0	0.38	0	0
AC099550.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CC2D2A	0.01	0.01	0	0.02	0.09	0.01	0.01	0.04	0.31	0.02	0.04	0.19	0	0	0.18	0	0.3	0	0
AC116651.1	0	0.01	0	0	0	0	0.03	0	0	0.01	0	0	0.02	0	0	0	0	0	0
FBXL5	0.48	0.47	0.4	0.46	0.56	0.46	0.61	0.42	0.48	1.33	0.35	0.53	0.16	0.51	0.52	0.32	0.59	1.06	0.07
FAM200B	0.47	0.5	0.41	0.53	0.34	0.38	0.42	0.18	0.59	0.64	0.32	0.99	0.2	0.23	0.18	0.25	0.88	0	0.88
BST1	0.01	0.03	0.01	0.01	0.07	0	0.01	0.06	0.04	0.78	0	0.04	0	0.14	0.02	0	0.45	0.16	0
CD38	0.12	0.1	0.04	0.04	0.02	0.31	0.65	0.24	0.01	0.12	2.22	0	0.48	0.14	1.93	0.45	0.05	0.18	0.1
FGFBP2	0.07	0.14	0.02	0.01	0	0.02	9.45	0	0	0.01	0	0.03	0	0.02	0.01	0	0	0	0
PROM1	0	0.01	0	0.01	0	0	0.01	0	0.02	0	0	0.96	0.04	0	0	0	0.41	0	0
TAPT1	0.16	0.18	0.12	0.15	0.2	0.13	0.14	0.15	0.23	0.2	0.11	0.28	0.53	0.26	0.16	0.09	0.26	0.37	0
TAPT1-AS1	0	0.01	0	0.01	0.01	0.01	0.01	0.01	0	0	0.02	0.03	0.01	0.05	0.02	0.02	0	0	0
AC006427.2	0.01	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0
AC097515.1	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LDB2	0.04	0.02	0.01	0.01	4.42	0.61	0.09	0.01	0.16	0	0.98	0	0.07	0	0.01	0	0.8	0	0.08
AC104656.1	0	0	0	0	0.04	0.02	0	0	0	0	0.01	0	0	0	0	0	0	0	0
QDPR	0.18	0.25	0.12	0.15	0.15	0.2	0.24	0.24	0.33	0.2	0.11	0.28	0.09	0.42	0.3	0.18	0.09	0.66	4.21
LAP3	0.29	0.26	0.26	0.18	1.96	0.34	0.35	1.69	0.39	1.47	0.27	0.26	0.19	1.14	3.32	1.14	0.85	0.23	0.9
AC006160.1	0.02	0	0.02	0.01	0.04	0.04	0	0.02	0	0	0.05	0	0.04	0.02	0.04	0.06	0	0	0
MED28	0.56	0.67	0.49	0.5	0.55	0.62	0.42	0.56	0.33	0.65	0.52	0.67	0.7	0.54	0.47	0.42	0.67	0.52	0.09
FAM184B	0.03	0.04	0.04	0.03	0.02	0.04	0.01	0.01	0.02	0	0.01	0.02	0.02	0.01	0	0	0.05	0	0
DCAF16	0.47	0.25	0.31	0.39	0.21	0.42	0.29	0.17	0.25	0.2	0.41	0.45	0.14	0.53	0.18	0.19	0.04	0.21	0
NCAPG	0.02	0.03	0	0	0	0	0	0	0	0.01	0	0.01	0	0	0	0.02	0	0	0
LCORL	0.18	0.15	0.16	0.16	0.26	0.21	0.3	0.22	0.1	0.37	0.18	0.38	0.3	0.27	0.37	0.23	0.1	0	0
AC093898.1	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0
SLIT2	0	0.01	0	0	0	0	0.01	0	0.03	0.01	0	0.39	0	0	0	0	0.05	0	0
PACRGL	0.07	0.1	0.05	0.06	0.14	0.05	0.07	0.07	0.11	0.08	0.12	0.14	0.05	0.03	0.02	0.06	0.19	0	0.02
ADGRA3	0	0.01	0	0	0.02	0	0	0.02	0.05	0.01	0.03	0.3	0	0.07	0	0.01	0.23	0	0.09
PPARGC1A	0	0	0	0	0	0	0	0	0.16	0	0	0.27	0.02	0	0	0	0	0	0.16
DHX15	0.43	0.51	0.39	0.45	0.72	0.57	0.44	0.46	0.64	0.6	0.66	0.82	0.66	0.53	0.56	0.31	0.38	0	0.15
SOD3	0.04	0.03	0.03	0.02	0.02	0.01	0.03	0	9.93	0.03	0	3.94	0	0	0	0.03	0.21	0	0
CCDC149	0	0	0.01	0	0.23	0	0	0.09	0.12	0.2	0	0.11	0.01	0.01	0.08	0	0.06	0	0
LGI2	0	0	0.01	0	0.03	0	0	0.03	0.31	0	0	0	0	0	0.06	0	0	0	0
SEPSECS	0.06	0.09	0.06	0.07	0.14	0.03	0.1	0.09	0.06	0.06	0.09	0.1	0.03	0.1	0.08	0.02	0.21	0	0.14
SEPSECS-AS1	0.06	0.07	0.04	0.02	0.06	0.11	0.07	0.03	0.03	0.06	0.07	0.05	0.08	0.01	0.01	0.02	0.05	0	0
